,_STATE,FMONTH,GENHLTH,PHYSHLTH,MENTHLTH,POORHLTH,MEDCOST1,CHECKUP1,SLEPTIM1,CVDINFR4,CVDCRHD4,CVDSTRK3,ASTHMA3,ASTHNOW,CHCCOPD3,ADDEPEV3,HAVARTH4,DIABETE4,MARITAL,RENTHOM1,EMPLOY1,PREGNANT,BLIND,DECIDE,DIFFWALK,LCSFIRST,LCSLAST,LCSNUMCG,LCSCTSC1,LCSSCNCR,LCSCTWHN,DRNK3GE5,MAXDRNKS,COVIDPOS,COVIDSMP,COVIDPRM,PDIABTS1,PREDIAB2,DIABTYPE,INSULIN1,CHKHEMO3,EYEEXAM1,FEETSORE,COVIDVA1,COVIDNU1,COVIDFS1,COVIDSE1,COPDCOGH,COPDFLEM,COPDBRTH,COPDBTST,COPDSMOK,CNCRDIFF,CNCRAGE,CNCRTYP2,CAREGIV1,CRGVHRS1,CRGVPRB3,SDHSTRE1,MARIJAN1,ASBIRDUC,QSTLANG,MSCODE,_RFHLTH,_PHYS14D,_MENT14D,_HLTHPLN,_TOTINDA,_MICHD,_ASTHMS1,_DRDXAR2,_RACEPR1,_SEX,_AGE_G,HTIN4,WTKG3,_BMI5,_BMI5CAT,_CHLDCNT,_EDUCAG,_INCOMG1,_SMOKER3,_SMOKGRP,_LCSREC,DROCDY4_,_RFDRHV8
LCSLAST,-0.0004771939049331408,-0.006115261131872538,0.20907693446407874,0.1930135230972522,0.05227504269833462,0.20360735527015716,0.03215248358617668,-0.10065917501307035,0.0604967085969141,-0.06505768343749417,-0.024561892548980953,-0.055104660118259374,0.012135233622756935,-0.03457655532135617,-0.19360368894853766,0.004596707536469311,-0.13911874127537213,-0.11275625601862567,-0.02740752285749341,-0.020864629869645903,0.2988073752934381,0.01098316651436976,-0.03932729460236082,-0.0017353292816809876,-0.1561099892107098,0.13575586167977732,1.0,0.1531126771858987,-0.07839107181554623,-0.038138052986593174,-0.21595775169290718,0.052934658779798596,-0.11245744221052095,0.05415536895192347,0.011466587686983503,-0.06686899726153307,-0.1277276335345167,-0.06453972956734345,0.03220717442074923,-0.02949539350050176,-0.013014978947536858,-0.0005041390459801545,-0.010225394970457885,-0.06141555336182883,0.0771422495831616,0.05528118974290203,0.06112514601587715,-0.05757093762440273,-0.08438071854718861,-0.05286630326850672,-0.031678182764271694,0.7451568256244656,-0.003451309081997576,0.11402299711853923,-0.08072581009223079,0.015541284060863478,0.07024981352451638,-0.034076611361227964,0.0610868499148121,-0.023465505729955153,0.02245508510010411,-0.038116647270742994,-0.018998300086994848,0.13766498880321004,0.09203835557147216,-0.016794152521757564,-0.010951827058608985,0.13307815309245605,-0.17638645487656832,0.0030276738204650057,-0.1804661214672685,-0.06847859067400411,0.05410881340219554,0.4177332731139195,-0.08576277572323021,-0.046644472307858474,-0.0071438389764784775,0.0004687497727419441,-0.17397309398131797,-0.11610390180476615,-0.12236030970833682,-0.16069227145714018,-0.4546919866304414,-0.30168446946306765,-0.01417112314795864,-0.014516278837879931
LCSNUMCG,-0.0009205673331939214,-0.005075751736361994,0.10773645077050031,0.10809296287281102,0.059115546908451305,0.11078495975441639,0.01781742737840695,-0.029710270378547343,0.006254823758985927,-0.03960928799302621,-0.017643293453961463,-0.022453261850569103,-0.002056909933120838,-0.003924997980601172,-0.08787405988970357,0.002210797316433635,-0.08790436153706126,-0.09837046721882445,-0.07034509616646688,-0.04898688871840729,0.14091622201367673,0.008419689426701371,-0.01584697281856584,-0.005492007830405773,-0.07218276612092929,-0.14935229971625785,0.1531126771858987,1.0,-0.03770549852340493,-0.004785758809420409,0.0035189220273743552,0.16215634074940613,0.017875605667137213,0.021881953149851172,0.012199820300067448,-0.020401704194454556,-0.04380640013490502,-0.04768341110210389,-0.0018474322721579455,-0.013805746796787227,-0.02784142172934951,-0.010534423436824512,-0.03109841942182515,-0.013598638801528623,0.057403541751785046,0.03674276673639171,0.04234185454852638,-0.04878609416694847,-0.06429188421304387,-0.07160746538895818,-0.053620076803763655,0.1779259771760053,0.009631716782712354,0.061012962191981844,0.0099882342334577,0.008158325767250741,0.05455672561358841,0.011473942272924668,0.0369840996052276,0.0604206081270161,0.031855443399666616,-0.0635177874938329,0.031685083808452,0.07441434763805845,0.04398734171993483,-0.018137767836157108,-0.003911507296576345,0.08183298921309103,-0.12423586442874948,-0.0030422900487814424,-0.11693969962767324,-0.11628302615272523,-0.12457672996233358,0.19598214026613486,0.08581470543417687,0.11059836841308256,0.07314376154637303,0.0759199013371487,-0.07377008241556603,-0.05996251347972495,-0.015432833549867126,0.05422254094631921,-0.2238551389419997,-0.08753330969572334,-0.005877454361052066,-0.00426107634767038
LCSCTSC1,0.006392760416404733,-0.005682766849369608,-0.0656504480357986,-0.06859801649265275,-0.04007513308119206,-0.06579501539557651,0.03149074167244054,0.0610854244530121,0.01024192762841732,0.059322794729658644,0.05936200501483528,0.06502677849339648,0.06163694324085111,0.05928528090825327,0.09237132971768794,0.054296312707208264,0.0818831842390511,0.06075615280267553,0.03704497423734376,0.04985956951884551,-0.03619991491693164,0.06349700838885321,0.0768264731683748,0.07405406054059889,0.0994645952617676,0.01534921386854967,-0.07839107181554623,-0.03770549852340493,1.0,,,-0.03473749356740952,-0.009627800941467021,0.08959121740593562,0.029945339499479483,0.03403968136432949,0.07025290400544866,0.05455899549619506,0.01919687122404795,0.028086279183005637,0.004759718713439916,0.019805856818551817,0.06134810780323693,0.06874451711507651,-0.009613992070561007,0.028142546393273224,0.03028598685136599,0.054785113434087325,0.06834794049175241,0.09148473385329042,0.1134672219934786,-0.07399604736295955,0.03385356943457382,0.029393508949879604,0.04179510200536242,0.0789358812721194,0.019582814039599942,0.014684385721598924,0.03605784141135192,-0.006919499657092567,0.02116920515069888,0.015873664518720156,-0.00032262164162108036,-0.03292329295978025,-0.006174314012275256,0.015762374586169768,0.03657644928373142,0.005703744551166716,0.07933964140110444,0.05535993307100918,0.05917167195914392,0.011081500546424787,0.03878219138593474,-0.05606984214196116,-0.03596937850506133,-0.04568517710237813,-0.03143031007323813,-0.03149334314077913,0.0506028059138872,0.034533246654960194,0.07276898554752254,0.09325168818606856,0.06976098982512188,,0.06676285967543592,0.061602592597567375
LCSSCNCR,0.002509218367662833,-0.005000086407666192,0.009618972767335301,0.012176166747401644,0.0035129395429473556,0.01706224711220688,0.018464035688291212,0.01867200065224653,0.01771588296160637,0.016627503230493997,0.03805086189905127,0.002631653490673208,0.021865831915269526,0.03458430634043448,0.05015724941624056,0.023182240711657198,0.008620915796270811,-0.0025652451954031354,0.02378918461866096,0.017155447840317316,0.0369975475222636,0.01407808516657621,0.0015653713265994253,0.013445847911167222,0.0029906367694830915,0.010102697071200572,-0.038138052986593174,-0.004785758809420409,,1.0,0.0011477440945338567,0.01243485984063458,-0.010506003784920804,0.018963842363266665,0.022437264568144762,0.007220779784048711,0.03099338280691441,0.015738768924125058,0.04512725464435857,0.021542714759124212,0.012414515973590586,0.028334624692086915,0.009080906175406004,0.01848044838685847,-0.004945490298018818,0.05687443404789234,0.060818374361786866,0.0027410239895437256,0.0020678248775094572,0.04088077681371344,0.0395898654648817,-0.07965527633902407,-0.0019391743079398057,0.05340305352154121,0.012749737431328463,0.02333327063799096,0.038247315050458516,0.03119351517587013,0.01956903001141983,0.01466740394890126,0.029450317546413474,-0.0031957968410172115,0.005732904991710736,0.016126740999273758,0.023511141912829134,0.020387345339063646,0.02609754172846906,0.020551606499622576,-0.0034549611609662394,0.024365474842991088,-0.004028028703962208,-0.0058416535171331805,0.0057165796296006965,0.02731177684374908,-0.016015263783540734,-0.013146199137209094,-0.005884246868297187,-0.00914270752735154,-0.012383623857272793,-0.013577469272916955,0.03419478285266927,0.0489501280648547,0.05351279691713653,0.4496047273341169,0.01114738131483101,0.01908259615549583
LCSCTWHN,-0.005859296288924044,-0.011970641236186543,-0.11681861064040351,-0.07940327325076395,-0.037854596158539366,-0.07060304738517803,0.012227124977426593,0.09178184868831413,0.015013083704474,0.008056702347726215,0.006091356515896232,0.008669898862997872,0.0076149131565049055,0.03093385203868256,0.097371979108285,0.010983815603260052,0.005529260417265804,0.012692523118040835,-0.007364626349597564,-0.008270816360247546,-0.03525233984165114,0.03527534902359871,-0.0011855795665896218,0.00802189769982944,0.03337223430898524,0.0157155641796002,-0.21595775169290718,0.0035189220273743552,,0.0011477440945338567,1.0,-0.021453511745173917,-0.0179903980206582,0.02166996934578809,0.013966857753373462,0.017385675926539394,0.0665919376315815,0.0009708864786939065,0.012352338526911219,0.008935770342450378,0.0438191336093006,0.07914198880179872,0.011602055360935342,0.043334598820032766,-0.006142023866039311,0.03963960778819785,0.02842710706752859,-0.03276841286541976,0.022781848001887286,0.07288933972265797,0.009806402091917408,-0.18391760227544934,-0.009476673354371358,-0.049547392046406964,0.023720290107766266,-0.014624100575389752,0.004520013619942895,-0.0024382543476414585,0.035690072426567646,0.03370765660771346,0.0007896466808868436,-0.0004177723411727851,0.006186715042094723,-0.08187950163368242,-0.04293581515889729,-0.005598880388782599,0.016415629286130752,-0.03187297037412755,0.031782002090192524,0.01476092370169668,0.006711538945485526,0.006903012098652617,-0.02563449764612689,-0.00804151648368305,0.017625522107612826,0.012889166823026738,0.0047404306797171536,0.006725508610685973,0.0037176171359455685,0.057108946300041256,0.051756485993758206,0.13533216520816518,0.16263432523918722,0.48633199308339065,0.022302562664705886,0.015267501658616426
DRNK3GE5,-0.00870224094453325,-0.011749017509604697,0.12291714467598794,0.1866400206526147,0.20841305211959538,0.22621606409038417,-0.02793009364869494,0.08290506015301878,-0.0379370259182099,-0.004114584935966213,0.015178056818320962,0.0036513982352120015,-0.0030037501924718483,0.022475195693135584,-0.039543350834642,-0.018745504564505275,-0.04014839729629374,0.007025693357682395,0.01461845135771391,0.00881958821759685,0.07309650531204359,0.047850361159315076,-0.026450804492689304,-0.040790388383817086,-0.06966216294942955,-0.0800761204979528,0.052934658779798596,0.16215634074940613,-0.03473749356740952,0.01243485984063458,-0.021453511745173917,1.0,0.41725069068987547,0.027439215139988468,-0.016422216152602507,-0.012656586051034303,0.02863804553672221,-0.012023678986642335,0.05296378224282568,0.016352807890407307,0.07665979171112924,0.12234672537946761,-0.11625661701949282,0.055818305803052574,-0.03269944811727079,0.04126899973249892,0.045680346276436995,-0.05606804292399874,-0.0025762159788078123,-0.09356246250167277,-0.07699959537289712,0.16260058450302142,0.057838930911017966,-0.03805358630033313,-0.07228444852865727,-0.0008886776687732067,0.06189713156391076,-0.019166504687937846,-0.07052424155324483,0.11480240995197401,-0.12471599081911258,-0.029623450428685593,0.0393410091985212,0.11045893809924923,0.04884234591630119,0.0584021026999183,0.02842365550909653,0.10012351822726877,-0.06926772424090075,0.003940319774135909,-0.07551470966335996,-0.025959179949274186,-0.11036360831039374,0.08084901872483999,0.0712278379949108,0.04040048657484326,0.004890391685864834,-0.001816681647220847,-0.015492443207075886,-0.12612773857316323,-0.06388140646248297,-0.2100775346936464,-0.23672613456930697,-0.04965857628415702,0.43834820872674535,0.24580502435148444
MAXDRNKS,0.005182835626863916,0.005329608479575668,0.030137211743879046,0.008014426904980523,0.09733330128890497,0.024418709652397393,-0.0581204615709359,0.14141227855526034,-0.06334457285648995,0.018185785651845636,0.01742211615580006,0.016522067735074464,-0.0009500788919247217,0.0468104396832063,0.004776008073106352,-0.018682472850133188,0.07903825227622767,0.054811561185008406,0.1451904295617375,0.08939703320246613,-0.15694040458233988,0.01499670573449838,-0.011028532899338892,-0.04163086848205043,0.023501676287553848,-0.06730846932335657,-0.11245744221052095,0.017875605667137213,-0.009627800941467021,-0.010506003784920804,-0.0179903980206582,0.41725069068987547,1.0,-0.042489942629360664,-0.01394301120025629,0.036405149384937635,0.13160919879067845,0.03956935650562804,0.018453215672568295,-0.032629595866455564,-0.006142580846690797,0.11447392777308135,-0.03340908607785741,0.07981720485926536,-0.15064594886597021,0.006343127071698874,-0.002064825939517545,-0.03410732410927549,-0.032176161536511025,0.0149185446727102,-0.02268276784915432,-0.006195344357298992,0.01913424255078511,-0.16674666620515224,0.022109058462283684,0.019306592111026304,-0.009462945928497316,-0.006247392105265843,-0.1160270388991487,0.05263020389839615,-0.11052727564832214,0.04781625960494407,0.06105446992205456,0.024553628952997193,0.002229593851419575,0.0657454397433155,0.034308351875950716,0.009317831504054441,0.038270791246184516,0.010021294787282087,0.09757311484134511,0.07378898735320645,-0.21994255754198994,-0.263609489702087,0.18755708112053165,0.11691476276449923,0.030021706908686403,0.03164718254731489,0.06448553529628652,-0.12705008718389754,-0.05455525762157481,-0.17697154683838318,-0.15451762631836266,-0.04915289860439891,0.2937023164255133,0.24470451619016878
COVIDPOS,-0.0061018513766648306,-0.028834196796733366,-0.007533755110531453,0.011201167571504385,-0.020058442219828714,0.015862380115631933,0.05243132878246052,0.03403589835330966,0.03387543430679773,0.045918365731281406,0.04429799185879409,0.0569528795196739,0.0716999428853048,0.017771260923973513,0.055287130856727484,0.06521826249649158,0.03302340703655413,0.037166017772360185,0.012958247229268152,0.03719158879184656,0.10002320241224556,0.1003581811040905,0.1092323112686255,0.09849103475204057,0.08901388282330684,0.019674439189381367,0.05415536895192347,0.021881953149851172,0.08959121740593562,0.018963842363266665,0.02166996934578809,0.027439215139988468,-0.042489942629360664,1.0,0.06816349538863738,0.031310120348472005,0.01290415924905441,0.03470935041885988,0.0019342194730239113,0.005836634311362151,-0.009446912344555315,-0.0013795236578846798,0.03154988217976886,0.17801084771600378,0.10729715038172846,0.0134781918637311,0.01637630860085153,0.09942733975889827,0.08691629740529701,0.10609342336179434,0.06550062291319252,0.1246653031677562,0.09389360296221963,0.06746625701723322,-0.0025742474750804563,0.14402816023041995,0.018364330353425308,0.0050039813265473545,0.1084105654863674,0.011846959297374737,0.03275184571881736,-0.021154496798975537,-0.02328024968192428,0.01139861490997725,0.00021252578520891674,-0.009915014959439352,0.030551629018307304,0.026353004622730193,-0.006668854504417574,0.049409406890932435,-0.012862000289837978,-0.04532908796315755,-0.011972169839477905,0.10462374574446945,-0.0052801241008789265,-0.05549610792651489,-0.06041273469774967,-0.05659804944634149,-0.011264153341454947,0.04348429271921447,0.035174585700393196,0.03665236565775134,-0.027263306830389578,-0.021845336398083306,0.11788959751039192,0.0941365446019527
COVIDSMP,0.004647522380744544,-0.005911002068584996,-0.03206434332673817,-0.03389488813981369,-0.03623761229516093,-0.03216937628805326,0.04372371565084061,0.003368894502521071,0.029227229026202242,0.009821860660744617,0.010453177956600317,0.0068561578443873715,0.027751023246392628,0.019876290610527494,0.02244337010449472,0.03824724061163924,0.01963467550204331,0.012122294851601368,-0.008919826280208622,0.0012350952626350696,0.010224302061614073,0.003270535258316176,0.015618148569063045,0.03844636769403103,0.02606219432871403,0.01311637425899901,0.011466587686983503,0.012199820300067448,0.029945339499479483,0.022437264568144762,0.013966857753373462,-0.016422216152602507,-0.01394301120025629,0.06816349538863738,1.0,,0.0035772775119645678,0.0008479939510545896,0.02220411899443836,0.004716593371492551,0.001916031076039104,-0.008093844517018988,0.02318736504200956,-0.01147476362788846,0.03418819437794757,0.027415785459329437,0.029036772616895003,0.059709514641303474,0.013597937328322865,0.032802741473737754,0.004622581985281507,-0.02456844513238797,-0.0002728709704681789,0.06394765079656738,-0.015906859883204987,0.024852397248445995,-0.018651829896139123,0.010174750870030927,0.057118982455984194,-0.024194227970730776,0.016365218931025615,-0.018354523245113503,-0.013589297009877122,-0.0169797411869707,0.020511546016434228,-0.0155445302293817,0.00315642222805408,-0.0005131061098582548,0.004645585841408101,0.02685313588779354,0.017759350447995512,-0.02484434790083374,-0.033090739766571946,0.02886072436784258,0.019342849527186463,-0.02253641949833438,-0.0371822697953272,-0.028824782812074803,-0.020577815191419276,0.031212550541754917,0.05444278251584971,0.023639751830771157,0.011941447885669339,-0.015433262395669906,0.020869982747726876,0.010387144121183335
COVIDPRM,0.012349488105417448,0.15137603892385543,-0.10728238603096331,-0.03923579035968593,-0.03850449229849998,-0.025665578476204202,0.03175965435235298,0.03421559814239838,0.01671576146648893,0.012711587856878433,0.01833910514258097,-0.0006996731871397918,0.048553630312330655,0.04363380385071391,0.02813357114167168,0.044065824019811406,0.05270613044841186,0.04814143262277281,0.015602162545828887,0.012644968600155349,-0.03842444457682849,-0.00751481638876969,0.011676477386229414,0.024388646118567035,0.052684136445957805,-0.010735954883132356,-0.06686899726153307,-0.020401704194454556,0.03403968136432949,0.007220779784048711,0.017385675926539394,-0.012656586051034303,0.036405149384937635,0.031310120348472005,,1.0,0.06759770257382058,0.045122679846144986,0.0023167054253640192,0.06622982217378369,-0.034225068625313396,-0.01196381752284213,0.04537569014394298,0.05867991604776953,-0.018023271315182825,-0.023152462917042434,-0.013261236742177026,0.09935500751381951,0.17299212955473628,0.15823703067936543,0.04866925068684685,-0.10785501790713947,0.005803248013340835,-0.007369079342670865,0.03825974870913885,0.017691112796199355,-0.04012392900242503,-0.00964835555977417,0.0581504867036436,-0.007910964916369155,0.014503285909864227,-0.04361098860850071,-0.0003128972382413562,-0.06445367396267603,-0.06052176676096894,-0.04241313195133521,0.018441648692117635,-0.033578070526205504,0.04322524867880237,0.05205640725734399,0.08589870954421265,-0.026818678711010763,-0.030618249537327457,-0.08585451831538128,0.028489144422277915,-0.03918049156536879,-0.05486980574234166,-0.060457707526201054,0.03887869464457179,-0.010002633000214383,0.026557109807012345,0.0027410590056898276,0.02020350186279508,-0.008741066997092282,0.005163656283383282,0.003524606888762933
PDIABTS1,-0.017027307260383068,-0.012553955107152095,-0.0628770812721797,-0.07155244758054541,0.02472050211771554,-0.07182135707164593,-0.029956078948982483,0.36287275704482985,-0.018902017021278052,0.04505895089355729,0.03927328750116738,0.04095032667199782,0.028251042132838074,0.06325537096547174,0.060953338258406646,0.03277925642609954,0.1547661349395755,-0.008987732819871875,0.18584728117242008,0.13780972792283117,-0.14057843293803146,0.019520800576499225,0.019943319219780306,-0.0002255549780550585,0.06749902387350687,-0.026580034521544966,-0.1277276335345167,-0.04380640013490502,0.07025290400544866,0.03099338280691441,0.0665919376315815,0.02863804553672221,0.13160919879067845,0.01290415924905441,0.0035772775119645678,0.06759770257382058,1.0,0.16215747530196475,,,,,,0.10010194053222862,-0.12996198657736546,0.00413141266908869,0.0038027351391495506,0.008179489176744032,0.020737574833929028,0.052250432871290754,0.042908261078376156,-0.09581498577510388,0.017293696189597467,-0.05123417067463717,-0.004026196071194655,0.04582552803060635,0.011598500918359044,-0.013102653838035532,-0.05035469234303319,0.03716751295929306,-0.0039482253911520306,0.025081309871449433,0.031235992469102,-0.01904045376738078,-0.018608685818701853,0.05422903976095023,0.0860561542335825,0.009712302248724268,0.0827589402199929,0.03168888693615962,0.18063185408218374,0.05297998756446448,-0.0679780457375485,-0.31767063227561626,0.05977141904661861,-0.07308427650920687,-0.11279595356605333,-0.11599593858389146,0.08020246490025901,-0.06111984923629278,0.01538880204327928,0.0017627027227714231,0.03051851947953021,0.046658839498832004,0.01530711207267718,0.023202615324244013
PREDIAB2,0.0023322438906597373,-0.01082710305081147,-0.10762476447171132,-0.06519734692887638,-0.03461712763841199,-0.059238555836801474,0.03626733251713428,0.09631492477559848,0.013678379306451811,0.07172565240037203,0.06525500884531818,0.08792904836108337,0.08063249828467886,0.02896271505949617,0.10401850158402744,0.08991426571948417,0.1387442667816924,-0.10239526871561479,0.05274677195242779,0.05439187795827509,-0.06346781650400131,0.0274523243079779,0.05132276084630371,0.04673579803492163,0.09147353186121492,0.012312621096281841,-0.06453972956734345,-0.04768341110210389,0.05455899549619506,0.015738768924125058,0.0009708864786939065,-0.012023678986642335,0.03956935650562804,0.03470935041885988,0.0008479939510545896,0.045122679846144986,0.16215747530196475,1.0,,,,,,0.04941169977326471,-0.05923813441616133,0.00923953402393906,0.0016777363683368244,0.039633761375685944,0.038416739575127125,0.09852509725905675,0.04983494120533505,-0.06996877499229084,0.0023104033201460914,-0.018314509384356314,-0.01273864984114621,0.05109606113012927,-0.004804115171820158,0.007116891494330967,0.03584994972500487,-0.01712393415252109,0.004245298265950637,0.006728248585699583,0.030407808172940323,-0.04255207918950053,-0.026686414398039312,-0.0007684792145957916,0.03767691181730417,-0.011894017668649087,0.07157976491640997,0.05798792980399992,0.11840955275748269,-0.023125450781502844,-0.014172440809015769,-0.12422547043881726,0.029261330406338586,-0.13024619038118534,-0.16515859409998207,-0.1482569522453153,0.05672267662095467,0.0190683470280781,0.04675638830595164,0.03047357703497833,0.042227879168323906,0.018022878154237674,0.03183577298724543,0.030688474524121084
DIABTYPE,0.01314212636376899,-0.01657821378526441,0.03231298850448339,0.03472041281390918,0.03661287357870715,0.030554675679627524,-0.009888807554209749,0.058209920432620146,0.0115056809518449,0.020046539055466234,0.04201064321631248,0.000436313176716079,0.0015926461933152706,0.023016554684397224,0.009726448782551519,0.023901007728166602,-0.0018815980244361685,,0.0407532627923522,0.05009609234903246,0.0489721441536331,-0.023924373427081418,0.01906492890561171,0.004349177513848658,-0.016030054765497598,0.014016211137878739,0.03220717442074923,-0.0018474322721579455,0.01919687122404795,0.04512725464435857,0.012352338526911219,0.05296378224282568,0.018453215672568295,0.0019342194730239113,0.02220411899443836,0.0023167054253640192,,,1.0,0.13767572288567453,0.07730344630890607,0.09454315607996598,0.029474369494140864,0.05578130276733495,-0.04666616037805902,0.06599516328798292,0.06360285809998256,0.01703095721403795,-0.03470634545554764,-0.05412925455041087,0.0056713616681443695,0.1364269078536008,0.006944171274533303,0.06678447711042321,-0.018194487903969922,0.028608716273481594,0.09276335575371603,-0.0017346136365427689,-0.01619674374313929,0.008723628206216093,-0.027505140155755833,0.05029016978509809,0.003227238014891517,0.05132885212384799,0.03361846658277184,0.03404851504619245,0.03470648258921858,0.01807287477134514,-0.0020910384976924714,0.005856938262114698,-0.011342837634118799,0.0401606249760948,-0.01621337811678131,0.04100731826285434,-0.015121059629987601,-0.02207639950148371,-0.012625681479828937,-0.014645675360340695,0.01841125477848554,-0.0886748767665514,0.013952643742139047,0.0068188283862180045,-0.022983789722745052,0.010307449412252595,0.03916608178095034,0.041500101631293695
INSULIN1,0.009306602680090132,0.0019573390175726397,-0.11088301395367703,-0.07308244664808579,-0.020745366368463355,-0.0967323205798669,0.01403302549829612,0.010761742827084623,-0.015262862422044284,0.04941132349246297,0.02401879904650244,0.02868472048807572,0.03002000528468998,0.003320032454515501,0.035387979540769325,0.013606181002883171,-0.0051577743681085345,,-0.0015132380176261693,-0.0034140474558021065,-0.03790228788419247,0.027160759325246163,0.06357864687581574,0.017035473038060987,0.07638639959385995,0.020396285508803538,-0.02949539350050176,-0.013805746796787227,0.028086279183005637,0.021542714759124212,0.008935770342450378,0.016352807890407307,-0.032629595866455564,0.005836634311362151,0.004716593371492551,0.06622982217378369,,,0.13767572288567453,1.0,0.017633943427867484,0.06820791014080382,0.07541995355622824,-0.01242635850784991,0.007413134818799943,-0.02467262681820965,-0.011527839118204587,0.005416133649940024,-0.027524491563747835,0.04832304862409423,0.024230785844117298,-0.05827753068834314,0.0048722743057799745,0.07339392550170219,0.015238606153585533,-0.02464040444290088,0.09951682425335415,-0.014839944170067709,0.03919539345363697,-0.04192447663984337,-0.020292041464732333,0.005029756643922032,-0.03026235392335896,-0.05802569744911452,-0.03290498647016653,-0.022992721145362015,-0.004308117922038456,-0.05496943364054075,0.08095029208783637,0.022588019791379123,-0.00033137134781500944,0.003352572302915583,0.006511607441638676,0.0332270861009621,-0.007500074922311432,-0.024419812895509298,-0.02043155210411682,-0.01314374935117652,-0.0043009194032135635,0.019970592875348123,0.04016514661821633,0.02025248852795277,0.011756015878243155,-0.006164216484008212,0.016110095704953583,0.010719592421020349
CHKHEMO3,0.02771951592381121,-0.015938348388434016,0.048538662514692084,0.03015784053874847,0.030373547149953946,0.035887927169439074,-0.03301076351056909,0.010778801170097434,0.010220266920939034,0.0006434522869549861,0.02062987233947587,-0.0103982003694877,-0.014471337754766778,-0.008620233062007553,-0.006328298493458603,-0.005175407477848128,0.0031717322304074085,,0.023984863643616003,0.06205608142950173,0.03100067781961674,0.00020492285781024367,0.007231030657220002,-0.001808763917308451,-0.03267227128685948,0.0013498748973206328,-0.013014978947536858,-0.02784142172934951,0.004759718713439916,0.012414515973590586,0.0438191336093006,0.07665979171112924,-0.006142580846690797,-0.009446912344555315,0.001916031076039104,-0.034225068625313396,,,0.07730344630890607,0.017633943427867484,1.0,0.025642844698585635,-0.03128436170813168,0.029364248246039462,-0.04353642698023207,0.05277942787398495,0.05219452926365657,0.017388387721749998,-0.002986236966433102,-0.0011726231148173468,0.06213592500242126,0.02890631849591681,0.06134915070419164,-0.022156629285310345,-0.032862284794924215,0.027377689886474876,0.027142566854114588,-0.05230381027250988,-0.03051098459657388,-0.049659126412855796,-0.01592250989888451,0.10174238009253528,0.03678056634823763,0.044066864540897935,0.035506042343234206,0.022550297853045954,0.016764538543051304,0.018382578201942276,-0.016887627934157413,-0.013950020539082597,0.003936135241640501,0.06625829535466267,-0.008949854079020339,-0.0040268616457678095,-0.008798866933244885,-0.014094629444540843,-0.0031201914791205067,-0.014220928696879274,-0.0013134728081929806,-0.05410621220465774,-0.023223315988039405,-0.004057927367231226,-0.002846233780592386,0.0037374536525299658,0.00951637274085976,0.009505714544731186
EYEEXAM1,-0.01137337146212749,0.017184265424576333,0.05502026363388894,0.04855159710718432,0.08316439040819813,0.06223299756019845,-0.05755966800233974,0.1032080653218433,-0.012718538754583933,0.007942607454438607,0.029063637030034763,0.0031983870243071106,0.00614519663330818,0.03852239863175464,0.0058606157532824004,-0.0241726039631667,0.04862174930726559,,0.07516864535335702,0.06528458997876277,-0.06642891552151771,-0.02327724172956279,0.03272252997882867,-0.011008074296837374,0.0032896012837467883,-0.016647624705713154,-0.0005041390459801545,-0.010534423436824512,0.019805856818551817,0.028334624692086915,0.07914198880179872,0.12234672537946761,0.11447392777308135,-0.0013795236578846798,-0.008093844517018988,-0.01196381752284213,,,0.09454315607996598,0.06820791014080382,0.025642844698585635,1.0,-0.013963462404810834,0.06072997044759333,-0.10413851780184664,0.03257474417882204,0.021271389797136542,-0.013910906385924729,-0.03702397480433355,0.028583505650415862,0.08994054362600427,-0.037560803674177426,-0.0010139951035027237,-0.008269786153992893,-0.004168446879735054,-0.01890823477994226,0.025361829796267086,-0.023802324979928263,-0.049901684639107394,0.13321866803226434,0.015352785596197946,0.07179696739849849,-0.003473329443893225,0.054351501189299975,0.030520487417810542,0.06583179796533588,0.025406017171731084,0.04192627991854965,0.02366757702210019,0.014677549392076682,0.05958773594681366,0.06849552911927786,-0.03199387567174657,-0.14942085268661287,0.0031746103279189793,0.024551738456012936,0.026374917965733005,0.00967459723605842,0.040363902935357715,-0.09859503287667183,-0.034777817685183884,-0.029450730825267817,-0.0707468455568304,0.03856750376647723,0.013317330786846457,0.017084905810768273
